ÉÅÉÇÉäâºID,1
RRI :1000Hz
â¡ë¨ìx :Peak
Start,2019/11/21
activity,v002
time,RRI,temperature,Acc X,Acc Y,Acc Z,HF,LF/HF,LF ratio,activity,HR
2019/11/21 14:07:16.000,3200,23.5,0.00,0.00,0.00,0.000,0.000,0.000,-1.00,19
2019/11/21 14:07:23.001,3199,23.5,0.56,-0.84,0.87,0.000,0.000,0.000,0.34,19
2019/11/21 14:07:30.000,773,23.5,-0.94,-1.12,-1.44,0.000,0.000,0.000,1.05,78
2019/11/21 14:07:30.773,294,23.5,-0.94,-1.37,-1.44,0.000,0.000,0.000,1.20,204
2019/11/21 14:07:31.067,934,23.5,-0.94,-1.37,-1.44,0.000,0.000,0.000,1.20,64
2019/11/21 14:07:32.001,389,23.5,-0.56,-0.87,0.84,0.000,0.000,0.000,0.34,154
2019/11/21 14:07:32.390,526,23.5,-0.56,-0.87,0.84,0.000,0.000,0.000,0.34,114
2019/11/21 14:07:32.916,1894,23.5,-0.56,-0.87,0.84,0.000,0.000,0.000,0.34,32
2019/11/21 14:07:34.810,2472,23.5,-0.56,-0.87,0.84,0.000,0.000,0.000,0.34,24
2019/11/21 14:07:37.282,1186,23.5,-0.06,-0.87,0.69,0.000,0.000,0.000,0.11,51
2019/11/21 14:07:38.468,3200,23.5,-0.06,-0.87,0.69,0.000,0.000,0.000,0.11,19
2019/11/21 14:10:01.000,354,24.7,-0.47,-1.09,1.31,0.000,0.000,0.000,0.77,169
2019/11/21 14:10:01.354,2684,24.7,-0.47,-1.09,1.31,0.000,0.000,0.000,0.77,22
2019/11/21 14:10:04.038,1096,24.7,0.91,-1.19,-1.91,0.000,0.000,0.000,1.42,55
2019/11/21 14:10:05.134,3200,24.7,0.91,-1.19,-1.91,0.000,0.000,0.000,1.42,19
2019/11/21 15:03:55.000,3200,21.2,1.19,-2.56,3.78,0.000,0.000,0.000,3.72,19
2019/11/21 15:03:58.200,270,21.2,1.09,-1.41,1.56,0.000,0.000,0.000,1.37,222
2019/11/21 15:03:58.470,1248,21.2,1.09,-1.41,1.56,0.000,0.000,0.000,1.37,48
2019/11/21 15:03:59.718,715,21.2,1.09,-1.41,1.56,0.000,0.000,0.000,1.37,84
2019/11/21 15:04:00.433,384,21.2,-0.91,-1.06,-0.87,0.000,0.000,0.000,0.65,156
2019/11/21 15:04:00.817,577,21.2,-0.91,-1.06,-0.87,0.000,0.000,0.000,0.65,104
2019/11/21 15:04:01.394,295,21.2,-0.91,-1.06,-0.87,0.000,0.000,0.000,0.65,203
2019/11/21 15:04:01.689,1021,21.2,-0.91,-1.06,-0.87,0.000,0.000,0.000,0.65,59
2019/11/21 15:04:02.710,290,21.2,-0.91,-1.06,-0.87,0.000,0.000,0.000,0.65,207
2019/11/21 15:04:03.000,782,21.2,-0.91,-1.06,-0.87,0.000,0.000,0.000,0.65,77
2019/11/21 15:04:03.782,550,21.2,-0.91,-1.06,-0.87,0.000,0.000,0.000,0.65,109
2019/11/21 15:04:04.332,594,21.2,-0.91,-1.06,-0.87,0.000,0.000,0.000,0.65,101
2019/11/21 15:04:04.926,1664,21.2,-1.25,-2.31,1.72,0.000,0.000,0.000,2.14,36
2019/11/21 15:04:06.590,339,21.2,-1.25,-2.31,1.72,0.000,0.000,0.000,2.14,177
2019/11/21 15:04:06.929,1499,21.2,-1.25,-2.31,1.72,0.000,0.000,0.000,2.14,40
2019/11/21 15:04:08.428,3200,21.2,1.03,-2.03,2.12,0.000,0.000,0.000,2.12,19
2019/11/21 15:04:11.628,3200,21.2,1.03,-2.03,2.12,0.000,0.000,0.000,2.12,19
2019/11/21 23:00:20.000,3200,13.4,0.56,-1.47,0.69,0.000,0.000,0.000,0.72,19
2019/11/21 23:00:23.197,3200,13.4,-0.31,0.19,1.28,0.000,0.000,0.000,0.33,19
2019/11/21 23:00:26.393,2735,13.4,-0.22,-0.50,1.03,0.000,0.000,0.000,0.17,22
2019/11/21 23:00:29.125,738,13.4,0.75,-1.06,-1.31,0.000,0.000,0.000,0.85,81
2019/11/21 23:00:29.860,1567,13.4,0.75,-1.06,-1.31,0.000,0.000,0.000,0.85,38
2019/11/21 23:00:31.424,584,13.4,0.75,-1.06,-1.31,0.000,0.000,0.000,0.85,103
2019/11/21 23:00:32.004,962,13.4,0.75,-1.06,-1.31,0.000,0.000,0.000,0.85,62
2019/11/21 23:00:32.963,584,13.4,1.97,-1.22,-1.94,0.000,0.000,0.000,2.02,103
2019/11/21 23:00:33.544,1148,13.4,1.97,-1.22,-1.94,0.000,0.000,0.000,2.02,52
2019/11/21 23:00:34.689,340,13.4,1.97,-1.22,-1.94,0.000,0.000,0.000,2.02,176
2019/11/21 23:00:35.025,350,13.4,1.97,-1.22,-1.94,0.000,0.000,0.000,2.02,171
2019/11/21 23:00:35.372,1446,13.4,1.97,-1.22,-1.94,0.000,0.000,0.000,2.02,41
2019/11/21 23:00:36.815,933,13.4,1.97,-1.22,-1.94,0.000,0.000,0.000,2.02,64
2019/11/21 23:00:37.745,498,13.4,2.16,-1.87,-1.31,0.000,0.000,0.000,2.14,120
2019/11/21 23:00:38.239,377,13.4,2.16,-1.87,-1.31,0.000,0.000,0.000,2.14,159
2019/11/21 23:00:38.613,414,13.4,2.16,-1.87,-1.31,0.000,0.000,0.000,2.14,145
2019/11/21 23:00:39.024,394,13.4,2.16,-1.87,-1.31,0.000,0.000,0.000,2.14,152
2019/11/21 23:00:39.415,548,13.4,2.16,-1.87,-1.31,0.000,0.000,0.000,2.14,109
2019/11/21 23:00:39.959,3200,13.4,2.16,-1.87,-1.31,0.000,0.000,0.000,2.14,19
2019/11/21 23:00:43.156,3089,13.4,0.81,-1.16,1.03,0.000,0.000,0.000,0.75,19
2019/11/21 23:00:46.242,301,13.4,-0.53,-1.44,-0.97,0.000,0.000,0.000,0.81,199
2019/11/21 23:00:46.539,382,13.4,-0.53,-1.44,-0.97,0.000,0.000,0.000,0.81,157
2019/11/21 23:00:46.918,569,13.4,-0.53,-1.44,-0.97,0.000,0.000,0.000,0.81,105
2019/11/21 23:00:47.484,390,13.4,-0.53,-1.44,-0.97,0.000,0.000,0.000,0.81,154
2019/11/21 23:00:47.871,3200,13.4,-0.53,-1.44,-0.97,0.000,0.000,0.000,0.81,19
2019/11/21 23:00:51.067,3200,13.4,-0.47,-1.56,-0.41,250928.335,5.497,84.607,0.68,19
2019/11/21 23:00:54.264,3200,13.4,0.69,-1.37,-1.31,361175.692,4.208,80.798,1.02,19
2019/11/21 23:00:57.461,3200,13.4,-0.47,-1.87,-0.97,529547.477,3.341,76.963,1.16,19
2019/11/21 23:01:00.658,3200,13.4,-0.47,-1.87,-0.97,750907.361,2.824,73.846,1.16,19
2019/11/21 23:01:03.854,3200,13.4,-0.28,-1.09,-0.75,975295.139,2.562,71.926,0.36,19
2019/11/21 23:01:07.051,3200,13.4,0.12,-1.03,-0.19,1181744.470,2.387,70.475,0.06,19
2019/11/21 23:01:10.248,3200,13.4,0.09,-1.03,-0.16,1370233.988,2.123,67.979,0.05,19
2019/11/21 23:01:13.445,3200,13.4,0.09,-1.03,-0.16,1547561.586,1.811,64.422,0.05,19
2019/11/21 23:01:16.641,3200,13.4,0.09,-1.03,-0.16,1538168.859,1.704,63.021,0.05,19
2019/11/21 23:01:19.838,3200,13.4,-0.19,-1.03,-0.56,1396097.783,1.620,61.829,0.19,19
2019/11/21 23:01:23.035,3200,13.4,0.19,-1.00,-0.41,1149922.164,1.548,60.746,0.10,19
2019/11/21 23:01:26.232,3200,13.4,-0.09,-1.03,-0.34,609920.696,1.702,62.987,0.09,19
2019/11/21 23:01:29.428,3200,13.4,-0.09,-1.00,-0.31,392844.132,1.546,60.716,0.05,19
2019/11/21 23:01:32.625,3199,13.4,-0.09,-1.00,-0.31,199293.526,1.414,58.578,0.05,19
2019/11/21 23:01:35.821,3201,13.4,-0.09,-1.06,-0.31,72629.309,1.298,56.475,0.11,19
2019/11/21 23:01:39.019,3200,13.4,-0.12,-1.12,-0.31,47790.509,1.036,50.875,0.17,19
2019/11/21 23:01:42.215,3200,13.4,-0.06,-1.03,-0.25,10848.022,0.976,49.398,0.06,19
2019/11/21 23:01:45.412,2177,13.4,-0.06,-1.03,-0.37,332.091,1.545,60.711,0.10,28
2019/11/21 23:01:47.586,361,13.4,-0.06,-1.03,-0.37,5.279,57.635,98.295,0.10,166
2019/11/21 23:01:47.943,558,13.4,-0.06,-1.03,-0.37,15.376,32.932,97.053,0.10,108
2019/11/21 23:01:48.498,382,13.4,-0.06,-1.03,-0.37,27.860,26.302,96.337,0.10,157
2019/11/21 23:01:48.877,359,13.4,0.37,-1.22,1.69,41.978,23.047,95.841,1.12,167
2019/11/21 23:01:49.233,3200,13.4,0.37,-1.22,1.69,5916.243,0.951,48.750,1.12,19
2019/11/21 23:01:52.429,3200,13.4,0.37,-1.22,1.69,11503.484,2.320,69.882,1.12,19
2019/11/21 23:01:55.626,3200,13.4,0.53,-1.03,0.94,49457.385,2.029,66.988,0.49,19
2019/11/21 23:01:58.823,3200,13.4,0.22,-1.34,0.81,143928.998,1.840,64.790,0.59,19
2019/11/21 23:02:02.020,3199,13.4,0.16,-0.78,0.72,311832.080,1.714,63.148,0.07,19
2019/11/21 23:02:05.215,3201,13.4,0.44,-0.91,1.12,548995.837,1.624,61.895,0.51,19
2019/11/21 23:02:08.413,3199,13.4,0.44,-0.91,1.12,821995.088,1.560,60.932,0.51,19
2019/11/21 23:02:11.609,3200,13.4,0.22,-0.94,0.75,1077774.961,1.506,60.098,0.22,19
2019/11/21 23:02:14.806,2138,13.4,0.06,-0.78,0.66,1206829.832,1.557,60.899,0.02,28
2019/11/21 23:02:16.940,382,13.4,0.28,-0.94,0.69,1226477.438,1.516,60.247,0.20,157
2019/11/21 23:02:17.319,3200,13.4,0.28,-0.94,0.69,1295662.079,1.468,59.479,0.20,19
2019/11/21 23:02:20.516,3200,13.4,0.28,-0.94,0.69,1256082.864,1.398,58.305,0.20,19
2019/11/21 23:02:23.713,984,13.4,0.28,-0.94,0.69,1291473.814,1.278,56.100,0.20,61
2019/11/21 23:02:24.693,310,13.4,0.28,-0.94,0.69,1303127.568,1.244,55.444,0.20,194
2019/11/21 23:02:25.000,1958,16.2,-0.28,-1.37,-0.44,1149487.222,1.288,56.302,0.47,31
2019/11/21 23:02:26.954,335,16.2,-0.28,-1.37,-0.44,1165458.542,1.245,55.463,0.47,179
2019/11/21 23:02:27.285,477,16.2,-0.28,-1.37,-0.44,1192143.680,1.176,54.044,0.47,126
2019/11/21 23:02:27.758,3200,16.2,-0.28,-1.37,-0.44,1120423.552,1.030,50.743,0.47,19
2019/11/21 23:02:30.954,3200,16.2,0.25,-1.09,-0.44,1108600.661,0.897,47.289,0.20,19
2019/11/21 23:02:34.150,3200,16.2,-0.22,-1.03,-0.47,1207639.685,0.835,45.518,0.15,19
2019/11/21 23:02:37.347,1549,16.2,-0.28,-1.09,-0.37,1363010.465,0.751,42.906,0.19,39
2019/11/21 23:02:38.892,608,16.2,-0.28,-1.09,-0.37,1292682.644,0.921,47.933,0.19,99
2019/11/21 23:02:39.496,901,16.2,-0.28,-1.09,-0.37,1378964.181,0.859,46.221,0.19,67
2019/11/21 23:02:40.393,3200,16.2,-0.28,-1.09,-0.37,1606631.349,0.907,47.565,0.19,19
2019/11/21 23:02:43.589,2411,16.2,0.16,-1.06,-0.53,1761426.572,0.999,49.966,0.20,25
2019/11/21 23:02:45.996,430,16.2,0.06,-1.00,-0.41,1782132.850,0.977,49.411,0.08,140
2019/11/21 23:02:46.422,485,16.2,0.06,-1.00,-0.41,1804791.913,0.956,48.888,0.08,124
2019/11/21 23:02:46.903,382,16.2,0.06,-1.00,-0.41,1821278.491,0.945,48.587,0.08,157
2019/11/21 23:02:47.281,481,16.2,0.06,-1.00,-0.41,1841039.104,1.055,51.343,0.08,125
2019/11/21 23:02:47.758,417,16.2,0.06,-1.00,-0.41,1852427.057,1.057,51.395,0.08,144
2019/11/21 23:02:48.171,382,16.2,0.06,-1.00,-0.41,1861575.403,1.077,51.858,0.08,157
2019/11/21 23:02:48.549,350,16.2,0.06,-1.00,-0.41,1868308.700,1.085,52.038,0.08,171
2019/11/21 23:02:48.896,1181,16.2,0.09,-0.97,-0.47,1890064.401,1.056,51.368,0.08,51
2019/11/21 23:02:50.073,781,16.2,0.09,-0.97,-0.47,1904252.952,1.021,50.517,0.08,77
2019/11/21 23:02:50.850,449,16.2,0.09,-0.97,-0.47,1914085.580,1.004,50.101,0.08,134
2019/11/21 23:02:51.295,548,16.2,0.09,-0.97,-0.47,1933770.677,0.976,49.401,0.08,109
2019/11/21 23:02:51.839,384,16.2,0.09,-0.97,-0.47,1944530.162,0.961,48.998,0.08,156
2019/11/21 23:02:52.219,514,16.2,0.09,-0.97,-0.47,1835872.401,1.143,53.328,0.08,117
2019/11/21 23:02:52.729,418,16.2,0.06,-0.97,-0.47,1837658.008,1.122,52.875,0.08,144
2019/11/21 23:02:53.143,449,16.2,0.06,-0.97,-0.47,1839449.811,1.097,52.304,0.08,134
2019/11/21 23:02:53.588,317,16.2,0.06,-0.97,-0.47,1842822.154,1.082,51.962,0.08,189
2019/11/21 23:02:53.901,3199,16.2,0.06,-0.97,-0.47,1691274.153,1.143,53.333,0.08,19
2019/11/21 23:02:57.096,3200,16.2,-0.19,-1.06,-0.37,1516002.896,1.233,55.209,0.14,19
2019/11/21 23:03:00.293,1776,16.2,-0.19,-1.06,-0.37,1303002.266,1.438,58.984,0.14,34
2019/11/21 23:03:02.065,673,16.2,0.44,-1.12,-0.31,1326858.794,1.391,58.184,0.25,89
2019/11/21 23:03:02.734,327,16.2,0.44,-1.12,-0.31,1339910.940,1.372,57.835,0.25,183
2019/11/21 23:03:03.057,923,16.2,0.44,-1.12,-0.31,1385496.444,1.307,56.658,0.25,65
2019/11/21 23:03:03.976,386,16.2,0.44,-1.12,-0.31,1416693.722,1.273,56.004,0.25,155
2019/11/21 23:03:04.358,514,16.2,0.44,-1.12,-0.31,1442872.876,1.245,55.447,0.25,117
2019/11/21 23:03:04.868,381,16.2,0.50,-1.06,-0.28,1200457.758,1.561,60.948,0.21,157
2019/11/21 23:03:05.245,333,16.2,0.50,-1.06,-0.28,1220907.928,1.541,60.653,0.21,180
2019/11/21 23:03:05.574,571,16.2,0.50,-1.06,-0.28,1261146.748,1.504,60.060,0.21,105
2019/11/21 23:03:06.141,459,16.2,0.50,-1.06,-0.28,1289851.924,1.480,59.677,0.21,131
2019/11/21 23:03:06.596,320,16.2,0.50,-1.06,-0.28,1310739.337,1.463,59.399,0.21,188
2019/11/21 23:03:06.912,850,16.2,0.50,-1.06,-0.28,1381835.070,1.402,58.375,0.21,71
2019/11/21 23:03:07.759,739,16.2,0.50,-1.06,-0.28,1211840.436,1.698,62.941,0.21,81
2019/11/21 23:03:08.494,522,16.2,0.50,-1.06,-0.28,1257745.463,1.668,62.522,0.21,115
2019/11/21 23:03:09.012,442,16.2,0.87,-1.47,-1.28,1300503.812,1.641,62.136,1.14,136
2019/11/21 23:03:09.450,343,16.2,0.87,-1.47,-1.28,1326860.580,1.626,61.920,1.14,175
2019/11/21 23:03:09.789,751,16.2,0.87,-1.47,-1.28,1389646.547,1.589,61.379,1.14,80
2019/11/21 23:03:10.536,832,16.2,0.87,-1.47,-1.28,1459915.901,1.544,60.690,1.14,72
2019/11/21 23:03:11.364,1590,16.2,0.87,-1.47,-1.28,1448207.934,1.761,63.779,1.14,38
2019/11/21 23:03:12.950,3199,16.2,0.41,-1.31,-1.28,1602865.453,1.882,65.300,0.88,19
2019/11/21 23:03:16.145,3036,16.2,0.41,-1.31,-1.28,1744034.379,1.944,66.030,0.88,20
2019/11/21 23:03:19.177,765,16.2,-0.37,-1.19,-1.12,1791813.341,1.903,65.554,0.68,78
2019/11/21 23:03:19.938,357,16.2,-0.37,-1.19,-1.12,1806177.073,1.891,65.410,0.68,168
2019/11/21 23:03:20.291,1561,16.2,-0.37,-1.19,-1.12,1786237.777,2.060,67.317,0.68,38
2019/11/21 23:03:21.849,710,16.2,-0.53,-1.22,-1.03,1814664.533,2.023,66.919,0.68,85
2019/11/21 23:03:22.555,3200,16.2,-0.53,-1.22,-1.03,1719745.370,2.193,68.685,0.68,19
2019/11/21 23:03:25.751,3200,16.2,-0.47,-1.16,-1.97,1572920.022,2.226,69.005,1.33,19
2019/11/21 23:03:28.947,1550,16.2,0.59,-0.97,-1.34,1555724.083,2.136,68.111,0.76,39
2019/11/21 23:03:30.493,679,16.2,0.59,-0.97,-1.34,1324742.928,2.395,70.541,0.76,88
2019/11/21 23:03:31.168,541,16.2,0.59,-0.97,-1.34,1318588.783,2.364,70.275,0.76,111
2019/11/21 23:03:31.705,449,16.2,0.59,-0.97,-1.34,1309287.263,2.335,70.015,0.76,134
2019/11/21 23:03:32.150,315,16.2,0.59,-0.97,-1.34,1304160.919,2.319,69.866,0.76,190
2019/11/21 23:03:32.461,453,16.2,0.59,-0.97,-1.34,1297416.466,2.297,69.670,0.76,132
2019/11/21 23:03:32.910,781,16.2,-0.44,-0.97,-1.34,1281670.741,2.254,69.268,0.71,77
2019/11/21 23:03:33.687,446,16.2,-0.44,-0.97,-1.34,1013533.323,2.591,72.153,0.71,135
2019/11/21 23:03:34.130,351,16.2,-0.44,-0.97,-1.34,1010366.932,2.569,71.981,0.71,171
2019/11/21 23:03:34.477,867,16.2,-0.44,-0.97,-1.34,996501.037,2.509,71.504,0.71,69
2019/11/21 23:03:35.340,420,16.2,-0.44,-0.97,-1.34,990392.441,2.485,71.306,0.71,143
2019/11/21 23:03:35.756,290,16.2,-0.44,-0.97,-1.34,985195.816,2.468,71.165,0.71,207
2019/11/21 23:03:36.042,1788,16.2,-0.44,-0.97,-1.34,705653.742,2.854,74.056,0.71,34
2019/11/21 23:03:37.826,559,16.2,-0.69,-1.03,-1.25,703501.444,2.816,73.794,0.76,107
2019/11/21 23:03:38.381,449,16.2,-0.69,-1.03,-1.25,582972.312,3.128,75.772,0.76,134
2019/11/21 23:03:38.826,1666,16.2,-0.69,-1.03,-1.25,479102.368,3.383,77.187,0.76,36
2019/11/21 23:03:40.488,388,16.2,-0.69,-0.41,-1.09,480603.217,3.338,76.946,0.35,155
2019/11/21 23:03:40.872,352,16.2,-0.69,-0.41,-1.09,482210.381,3.305,76.770,0.35,170
2019/11/21 23:03:41.220,1023,16.2,-0.69,-0.41,-1.09,485594.788,3.205,76.220,0.35,59
2019/11/21 23:03:42.239,676,16.2,-0.69,-0.41,-1.09,490861.347,3.145,75.875,0.35,89
2019/11/21 23:03:42.912,512,16.2,-0.69,-0.41,-1.09,330211.198,4.135,80.525,0.35,117
2019/11/21 23:03:43.420,853,16.2,-0.69,-0.41,-1.09,340140.005,3.973,79.891,0.35,70
2019/11/21 23:03:44.269,1061,16.2,-0.69,-0.41,-1.09,352188.120,3.802,79.176,0.35,57
2019/11/21 23:03:45.326,1287,16.2,-0.72,-0.37,-1.19,280880.209,4.509,81.847,0.44,47
2019/11/21 23:03:46.609,395,16.2,-0.72,-0.37,-1.19,276168.374,4.565,82.032,0.44,152
2019/11/21 23:03:47.000,1978,18.5,-0.28,-0.25,-1.03,274284.498,4.561,82.019,0.10,30
2019/11/21 23:03:48.978,332,18.5,-0.31,-0.31,-1.09,277700.892,4.502,81.823,0.18,181
2019/11/21 23:03:49.309,357,18.5,-0.31,-0.31,-1.09,281900.339,4.423,81.559,0.18,168
2019/11/21 23:03:49.666,3200,18.5,-0.31,-0.31,-1.09,302999.538,4.185,80.713,0.18,19
2019/11/21 23:03:52.866,3200,18.5,0.41,-0.81,-1.22,331367.104,3.561,78.075,0.52,19
2019/11/21 23:03:56.065,3200,18.5,0.41,-0.81,-1.22,377954.180,2.871,74.168,0.52,19
2019/11/21 23:03:59.265,3200,18.5,-0.31,-0.66,-1.12,454512.695,2.092,67.658,0.34,19
2019/11/21 23:04:02.465,3200,18.5,-0.25,-0.34,-1.12,584846.991,1.574,61.148,0.20,19
2019/11/21 23:04:05.664,3199,18.5,-0.16,-0.31,-1.09,773446.761,1.313,56.771,0.15,19
2019/11/21 23:04:08.863,3200,18.5,-0.16,-0.37,-1.03,971198.297,1.221,54.968,0.11,19
2019/11/21 23:04:12.063,3200,18.5,-0.16,-0.37,-1.03,1135845.796,1.168,53.879,0.11,19
2019/11/21 23:04:15.262,3200,18.5,-0.62,-0.37,-1.28,1262498.081,1.158,53.652,0.47,19
2019/11/21 23:04:18.462,3200,18.5,-0.22,-0.22,-1.09,1278515.854,1.201,54.566,0.14,19
2019/11/21 23:04:21.662,3200,18.5,-0.34,-0.28,-1.16,1214118.272,1.164,53.790,0.24,19
2019/11/21 23:04:24.861,3200,18.5,-0.37,-0.22,-1.06,1037300.188,1.159,53.675,0.15,19
2019/11/21 23:04:28.061,3200,18.5,-0.37,-0.22,-1.06,663101.762,1.243,55.420,0.15,19
2019/11/21 23:04:31.260,3200,18.5,-0.44,-0.41,-1.22,404761.251,1.228,55.125,0.36,19
2019/11/21 23:04:34.460,3200,18.5,0.41,-0.44,-1.41,279840.646,1.135,53.156,0.53,19
2019/11/21 23:04:37.660,3200,18.5,-0.37,-0.47,-1.19,83086.310,1.196,54.461,0.33,19
2019/11/21 23:04:40.859,273,18.5,-0.12,-0.28,-1.12,82103.793,1.188,54.287,0.17,220
2019/11/21 23:04:41.132,3201,18.5,-0.12,-0.28,-1.12,31059.760,1.167,53.853,0.17,19
2019/11/21 23:04:44.333,3200,18.5,-0.12,-0.28,-1.12,85764.130,1.283,56.196,0.17,19
2019/11/21 23:04:47.532,3200,18.5,-1.00,-0.50,-2.00,288759.525,1.218,54.916,1.29,19
2019/11/21 23:04:50.732,3200,18.5,-0.34,-0.37,-1.12,702111.121,1.198,54.507,0.23,19
2019/11/21 23:04:53.932,3200,18.5,-0.50,-0.44,-1.50,1349612.411,1.179,54.115,0.64,19
2019/11/21 23:04:57.131,3201,18.5,-0.25,-0.28,-1.12,2172034.767,1.163,53.767,0.19,19
2019/11/21 23:05:00.332,764,18.5,-0.25,-0.28,-1.12,2353428.454,1.101,52.394,0.19,79
2019/11/21 23:05:01.096,2611,18.5,-0.53,-1.12,-1.25,3098010.717,1.132,53.092,0.76,23
2019/11/21 23:05:03.706,3200,18.5,-0.53,-1.12,-1.25,3841965.362,1.117,52.766,0.76,19
2019/11/21 23:05:06.906,3200,18.5,-0.78,-1.16,-1.22,4284610.054,1.105,52.498,0.85,19
2019/11/21 23:05:10.106,3200,18.5,-0.16,-0.16,-1.09,4327403.244,1.096,52.301,0.12,19
2019/11/21 23:05:13.305,3200,18.5,-0.16,-0.09,-1.09,3968401.485,1.092,52.207,0.11,19
2019/11/21 23:05:16.505,3200,18.5,-0.19,-0.12,-1.06,3302353.623,1.096,52.297,0.09,19
2019/11/21 23:05:19.705,3199,18.5,-0.19,-0.12,-1.06,2488981.669,1.115,52.714,0.09,19
2019/11/21 23:05:22.903,1105,18.5,-0.22,-0.12,-1.12,2446824.576,1.064,51.544,0.15,54
2019/11/21 23:05:24.008,1180,18.5,-0.22,-0.12,-1.12,1708900.592,1.209,54.726,0.15,51
2019/11/21 23:05:25.188,716,18.5,-0.31,-1.47,-1.12,1700561.616,1.173,53.978,0.88,84
2019/11/21 23:05:25.903,899,18.5,-0.31,-1.47,-1.12,1678105.090,1.131,53.072,0.88,67
2019/11/21 23:05:26.802,741,18.5,-0.31,-1.47,-1.12,1654594.728,1.100,52.377,0.88,81
2019/11/21 23:05:27.543,2900,18.5,-0.31,-1.47,-1.12,1032157.596,1.208,54.708,0.88,21
2019/11/21 23:05:30.442,3200,18.5,0.28,-1.19,-0.47,597221.942,1.400,58.330,0.31,19
2019/11/21 23:05:33.642,3200,18.5,-0.41,-1.06,-0.37,347409.615,1.763,63.804,0.20,19
2019/11/21 23:05:36.841,3200,18.5,0.06,-1.00,-0.37,223660.522,2.352,70.168,0.07,19
2019/11/21 23:05:40.041,3200,18.5,0.06,-1.00,-0.37,160671.818,3.184,76.099,0.07,19
2019/11/21 23:05:43.241,3200,18.5,0.09,-1.03,-0.34,139896.070,4.005,80.019,0.09,19
2019/11/21 23:05:46.440,3200,18.5,-0.06,-1.03,-0.34,138869.641,4.553,81.993,0.09,19
2019/11/21 23:05:49.640,1205,18.5,-0.09,-1.06,-0.31,145914.609,4.590,82.112,0.11,50
2019/11/21 23:05:50.845,1142,18.5,-0.09,-1.06,-0.31,149025.709,4.578,82.074,0.11,53
2019/11/21 23:05:51.986,551,18.5,-0.09,-1.06,-0.31,150289.662,4.568,82.040,0.11,109
2019/11/21 23:05:52.537,375,18.5,-0.44,-1.47,-2.19,151142.055,4.559,82.010,1.67,160
2019/11/21 23:05:52.912,1290,18.5,-0.44,-1.47,-2.19,162022.476,4.363,81.353,1.67,47
2019/11/21 23:05:54.201,3200,18.5,-0.44,-1.47,-2.19,172455.073,4.003,80.011,1.67,19
2019/11/21 23:05:57.401,3200,18.5,-0.16,-1.06,-0.28,170448.011,3.651,78.500,0.11,19
2019/11/21 23:06:00.601,3200,18.5,-0.16,-1.06,-0.28,153913.031,3.413,77.339,0.11,19
2019/11/21 23:06:03.800,3200,18.5,-0.16,-1.06,-0.28,130228.427,3.518,77.868,0.11,19
2019/11/21 23:06:07.000,3200,21.0,-0.12,-1.06,-0.47,105790.092,4.158,80.613,0.17,19
2019/11/21 23:06:10.201,3200,21.0,0.12,-0.97,-0.47,86456.958,5.445,84.484,0.08,19
2019/11/21 23:06:13.401,3200,21.0,0.06,-1.00,-0.47,74864.023,7.020,87.532,0.11,19
2019/11/21 23:06:16.602,3200,21.0,-0.06,-1.03,-0.31,69309.925,8.171,89.096,0.08,19
2019/11/21 23:06:19.803,3200,21.0,-0.06,-1.03,-0.31,66396.251,8.464,89.434,0.08,19
2019/11/21 23:06:23.004,2701,21.0,-0.16,-1.06,-0.44,63489.536,8.157,89.079,0.16,22
2019/11/21 23:06:25.705,3200,21.0,-0.12,-1.03,-0.31,57332.046,7.498,88.233,0.08,19
2019/11/21 23:06:28.906,3200,21.0,0.12,-1.03,-0.28,47024.099,6.780,87.146,0.08,19
2019/11/21 23:06:32.107,3200,21.0,0.12,-1.03,-0.28,33595.611,6.143,86.000,0.08,19
2019/11/21 23:06:35.308,1163,21.0,-0.16,-1.06,-0.37,33396.189,5.867,85.438,0.14,52
2019/11/21 23:06:36.471,858,21.0,-0.25,-1.03,-0.47,22039.314,5.778,85.247,0.16,70
2019/11/21 23:06:37.330,658,21.0,-0.25,-1.03,-0.47,21620.850,5.702,85.078,0.16,91
2019/11/21 23:06:37.989,344,21.0,-0.25,-1.03,-0.47,21515.454,5.670,85.008,0.16,174
2019/11/21 23:06:38.334,842,21.0,-0.25,-1.03,-0.47,21373.091,5.475,84.555,0.16,71
2019/11/21 23:06:39.176,2120,21.0,-0.25,-1.03,-0.47,12058.208,5.314,84.162,0.16,28
2019/11/21 23:06:41.297,1167,21.0,-0.37,-1.03,-0.44,12828.987,5.006,83.351,0.18,51
2019/11/21 23:06:42.465,549,21.0,-0.37,-1.03,-0.44,13340.610,4.843,82.885,0.18,109
2019/11/21 23:06:43.015,382,21.0,-0.37,-1.03,-0.44,6623.686,6.228,86.166,0.18,157
2019/11/21 23:06:43.397,321,21.0,-0.37,-1.03,-0.44,6768.458,6.264,86.234,0.18,187
2019/11/21 23:06:43.719,1182,21.0,-0.37,-1.03,-0.44,7951.954,6.008,85.730,0.18,51
2019/11/21 23:06:44.902,649,21.0,-0.31,-1.03,-0.56,8967.242,5.677,85.024,0.22,92
2019/11/21 23:06:45.552,2539,21.0,-0.31,-1.03,-0.56,10109.764,6.605,86.852,0.22,24
2019/11/21 23:06:48.091,533,21.0,-0.31,-1.03,-0.56,11642.369,6.169,86.050,0.22,113
