Epoch,Time,Score,Delta_Power,Theta_Power,Alpha_Power,Beta_Power,Gamma_Power,Sigma_Power,Delta_Ratio,Theta_Ratio,Alpha_Ratio,Beta_Ratio,Gamma_Ratio,Sigma_Ratio,date.time,meanRR,SDRR
181,0:54:09,N3,202.6836,13.48303,2.687922,1.61771,0.20105,4.305632,0.887448,0.080504,0.019502,0.011175,0.001371,0.030677,2019-11-22 00:54:09,1323.84251733821,0.34613351112061
182,0:54:39,N3,154.4832,15.75603,2.534462,1.508969,0.176271,4.043431,0.871799,0.096535,0.01817,0.012083,0.001413,0.030253,2019-11-22 00:54:39,1322.65334450671,0.346133511120651
183,0:55:09,N3,153.825,12.02629,3.833958,1.334743,0.18302,5.168701,0.852526,0.104865,0.028618,0.01175,0.002242,0.040367,2019-11-22 00:55:09,1321.4641716752,0.346133511120627
184,0:55:39,N3,195.8571,14.00641,2.364494,1.266226,0.174085,3.63072,0.874556,0.087758,0.023822,0.012374,0.00149,0.036196,2019-11-22 00:55:39,1320.27499884369,0.346133511120611
185,0:56:09,N3,269.7087,11.57821,3.150668,1.250574,0.177778,4.401242,0.906504,0.065807,0.018434,0.008212,0.001043,0.026646,2019-11-22 00:56:09,1319.08582601219,0.346133511120643
186,0:56:39,N3,170.1947,11.41552,1.998783,1.269782,0.186252,3.268565,0.883024,0.078301,0.022519,0.01432,0.001835,0.03684,2019-11-22 00:56:39,1317.89665318068,0.34613351112064
187,0:57:09,N3,249.2528,10.42334,2.247005,1.414065,0.21623,3.661069,0.922452,0.053905,0.013333,0.008815,0.001494,0.022149,2019-11-22 00:57:09,1316.70748034917,0.346133511120605
188,0:57:39,N3,223.2795,14.90358,2.820695,1.244609,0.199045,4.065303,0.862547,0.100566,0.023809,0.011304,0.001773,0.035113,2019-11-22 00:57:39,1315.51830751766,0.346133511120635
189,0:58:09,N3,227.004,12.27263,1.959305,1.191182,0.199968,3.150487,0.873379,0.098351,0.017196,0.009287,0.001787,0.026483,2019-11-22 00:58:09,1314.32913468616,0.346133511120643
190,0:58:39,N3,256.8878,10.24952,1.443273,1.333758,0.175184,2.777031,0.924849,0.055885,0.010199,0.00797,0.001098,0.018168,2019-11-22 00:58:39,1313.13996185465,0.346133511120617
191,0:59:09,N3,211.2704,17.2489,3.581667,1.369947,0.176265,4.951613,0.877175,0.086947,0.025418,0.009144,0.001315,0.034563,2019-11-22 00:59:09,1311.95078902314,0.346133511120627
192,0:59:39,N3,160.571,12.31243,2.478577,1.195093,0.192208,3.67367,0.825758,0.128612,0.028776,0.014576,0.002278,0.043351,2019-11-22 00:59:39,1310.76161619163,0.34613351112065
193,1:00:09,N3,191.9114,9.692167,2.01026,1.222646,0.20645,3.232906,0.843326,0.110472,0.023168,0.020035,0.002999,0.043202,2019-11-22 01:00:09,1309.57244336013,0.346133511120616
194,1:00:39,N3,233.9277,15.10275,3.403462,1.210472,0.177785,4.613934,0.902331,0.073721,0.017047,0.005798,0.001104,0.022845,2019-11-22 01:00:39,1308.38327052862,0.346133511120623
195,1:01:09,N3,244.5198,15.75813,3.938113,1.29115,0.17473,5.229263,0.882948,0.086601,0.021919,0.007522,0.00101,0.029441,2019-11-22 01:01:09,1307.19409769711,0.346133511120646
196,1:01:39,N3,225.3057,11.87323,1.867389,1.437696,0.184161,3.305085,0.895427,0.07962,0.013105,0.010554,0.001294,0.023659,2019-11-22 01:01:39,1306.00492486561,0.346133511120629
197,1:02:09,N3,214.3165,13.66383,2.091227,1.51725,0.209881,3.608477,0.896635,0.080701,0.011338,0.009754,0.001572,0.021092,2019-11-22 01:02:09,1304.8157520341,0.346133511120615
198,1:02:39,N3,211.2798,17.33271,2.542501,1.26279,0.215616,3.805291,0.869469,0.100224,0.017133,0.010932,0.002242,0.028065,2019-11-22 01:02:39,1303.62657920259,0.346133511120648
199,1:03:09,N3,232.1676,15.90473,2.043936,1.211202,0.203935,3.255138,0.857298,0.110944,0.021108,0.009366,0.001284,0.030474,2019-11-22 01:03:09,1302.43740637108,0.346133511120625
200,1:03:39,N3,175.6307,11.50939,2.557246,1.434324,0.186305,3.99157,0.878783,0.083802,0.023112,0.012796,0.001507,0.035908,2019-11-22 01:03:39,1301.24823353958,0.346133511120608
201,1:04:09,N3,181.3722,11.06274,1.996418,1.194922,0.179195,3.19134,0.851017,0.111354,0.022015,0.013529,0.002086,0.035544,2019-11-22 01:04:09,1300.05906070807,0.346133511120635
202,1:04:39,N3,162.3652,9.815109,2.888641,1.515878,0.19655,4.404519,0.858559,0.085874,0.03622,0.01697,0.002377,0.05319,2019-11-22 01:04:39,1298.86988787656,0.346133511120643
203,1:05:09,N3,235.3251,12.74185,2.513674,1.227205,0.207829,3.74088,0.866434,0.093322,0.024422,0.013585,0.002238,0.038006,2019-11-22 01:05:09,1297.68071504505,0.346133511120608
204,1:05:39,N3,276.0023,11.54152,3.186751,1.507824,0.18902,4.694574,0.913292,0.062543,0.015957,0.00728,0.000928,0.023237,2019-11-22 01:05:39,1296.49154221355,0.346133511120631
205,1:06:09,N3,208.0807,13.58385,1.873762,1.231867,0.163679,3.105629,0.878149,0.094428,0.016679,0.009544,0.0012,0.026223,2019-11-22 01:06:09,1295.30236938204,0.346133511120648
206,1:06:39,N3,187.0216,10.69293,2.252261,1.302164,0.195276,3.554425,0.899552,0.071181,0.018032,0.009755,0.00148,0.027787,2019-11-22 01:06:39,1294.11319655053,0.346133511120618
207,1:07:09,N3,173.8295,10.52097,2.645907,1.456916,0.153952,4.102823,0.895173,0.072486,0.020594,0.010407,0.00134,0.031001,2019-11-22 01:07:09,1292.92402371902,0.346133511120619
208,1:07:39,N3,214.0687,12.27457,2.302463,1.509844,0.197911,3.812307,0.883739,0.085702,0.015382,0.013529,0.001649,0.028911,2019-11-22 01:07:39,1291.73485088752,0.346133511120645
209,1:08:09,N3,253.6561,10.82182,1.993144,1.458553,0.166786,3.451697,0.885842,0.08566,0.013469,0.013774,0.001255,0.027243,2019-11-22 01:08:09,1290.54567805601,0.346133511120627
210,1:08:39,N3,172.0145,11.08883,2.923651,1.460198,0.191363,4.38385,0.877967,0.081287,0.024755,0.014297,0.001694,0.039053,2019-11-22 01:08:39,1289.3565052245,0.346133511120617
211,1:09:09,N3,233.5654,13.41408,3.686744,1.241796,0.182628,4.92854,0.911176,0.061159,0.019574,0.006976,0.001115,0.02655,2019-11-22 01:09:09,1288.167332393,0.346133511120641
212,1:09:39,N3,226.6058,15.06727,2.776393,1.02334,0.192904,3.799733,0.893345,0.080907,0.018635,0.005917,0.001195,0.024552,2019-11-22 01:09:39,1286.97815956149,0.346133511120632
213,1:10:09,N3,218.413,9.14813,2.261344,1.262627,0.161155,3.523971,0.89723,0.074246,0.017471,0.009855,0.001197,0.027327,2019-11-22 01:10:09,1285.78898672998,0.34613351112061
214,1:10:39,N3,240.8243,8.70395,1.915124,1.127351,0.148442,3.042475,0.901439,0.068064,0.017958,0.011389,0.001149,0.029348,2019-11-22 01:10:39,1284.59981389847,0.346133511120639
215,1:11:09,N3,187.0329,18.42058,2.523869,0.872108,0.158673,3.395977,0.856105,0.115883,0.019144,0.007642,0.001226,0.026786,2019-11-22 01:11:09,1283.41064106697,0.346133511120635
216,1:11:39,N3,164.6657,12.72072,3.096867,1.316921,0.13966,4.413788,0.856924,0.104655,0.02564,0.011599,0.001182,0.037239,2019-11-22 01:11:39,1282.22146823546,0.346133511120611
217,1:12:09,N3,209.9541,10.70052,1.950227,0.991531,0.215358,2.941757,0.898693,0.075972,0.016724,0.006739,0.001872,0.023463,2019-11-22 01:12:09,1281.03229540395,0.346133511120632
218,1:12:39,N3,171.5057,11.49774,2.485698,1.222899,0.142899,3.708597,0.891488,0.082038,0.01623,0.009,0.001244,0.02523,2019-11-22 01:12:39,1279.84312257244,0.346133511120649
219,1:13:09,N3,172.846,10.04817,1.936129,1.490459,0.188009,3.426588,0.875681,0.084583,0.020794,0.016941,0.002002,0.037734,2019-11-22 01:13:09,1278.65394974094,0.346133511120612
220,1:13:39,N3,272.1215,8.830096,1.905394,1.063804,0.168796,2.969198,0.936697,0.046727,0.010185,0.005542,0.000849,0.015728,2019-11-22 01:13:39,1277.46477690943,0.34613351112063
221,1:14:09,N3,233.7512,14.8773,2.261134,1.252023,0.15872,3.513157,0.875897,0.096124,0.016746,0.010026,0.001208,0.026771,2019-11-22 01:14:09,1276.27560407792,0.346133511120644
222,1:14:39,N3,162.7197,11.17728,2.150539,1.062276,0.147382,3.212815,0.871302,0.092808,0.023195,0.01111,0.001585,0.034305,2019-11-22 01:14:39,1275.08643124642,0.346133511120621
223,1:15:09,N3,200.6816,10.93356,1.881573,1.145589,0.154803,3.027162,0.887,0.085603,0.01479,0.010734,0.001874,0.025523,2019-11-22 01:15:09,1273.89725841491,0.346133511120618
224,1:15:39,N3,175.5498,11.94792,3.097913,2.332425,0.518587,5.430337,0.849521,0.102883,0.028953,0.015399,0.003245,0.044352,2019-11-22 01:15:39,1272.7080855834,0.34613351112065
225,1:16:09,N2,146.7627,7.818439,1.598893,4.699718,2.1437,6.298611,0.848642,0.080867,0.019107,0.039074,0.012311,0.05818,2019-11-22 01:16:09,1271.51891275189,0.346133511120625
226,1:16:39,N2,89.24349,5.194128,1.710265,1.340111,0.166818,3.050376,0.819842,0.110887,0.039763,0.02546,0.004048,0.065223,2019-11-22 01:16:39,1270.32973992039,0.34613351112062
227,1:17:09,N2,122.3844,9.622364,2.376151,1.882075,0.180868,4.258226,0.838697,0.095956,0.031819,0.029574,0.003955,0.061393,2019-11-22 01:17:09,1269.14056708888,0.346133511120639
228,1:17:39,N2,44.16119,4.227611,2.268094,1.53737,0.219583,3.805464,0.746579,0.129903,0.067504,0.047735,0.008279,0.115239,2019-11-22 01:17:39,1267.95139425737,0.346133511120634
229,1:18:09,N2,38.34138,6.290879,2.809896,1.785261,0.206463,4.595157,0.711644,0.146501,0.0814,0.0539,0.006555,0.1353,2019-11-22 01:18:09,1266.76222142586,0.346133511120614
230,1:18:39,N2,44.83398,4.739852,2.010369,2.484136,0.330669,4.494506,0.721136,0.141817,0.057594,0.069974,0.009479,0.127568,2019-11-22 01:18:39,1265.57304859436,0.34613351112064
231,1:19:09,N2,45.68772,4.660811,2.279519,1.605194,0.230902,3.884712,0.714739,0.147562,0.073289,0.055742,0.008669,0.129031,2019-11-22 01:19:09,1264.38387576285,0.346133511120638
232,1:19:39,N2,67.45312,6.218418,1.790771,1.907372,0.196993,3.698143,0.746241,0.149016,0.044574,0.054242,0.005928,0.098816,2019-11-22 01:19:39,1263.19470293134,0.346133511120615
233,1:20:09,N2,61.1758,5.978843,1.758567,7.499763,2.582507,9.25833,0.734984,0.092367,0.027797,0.107257,0.037595,0.135054,2019-11-22 01:20:09,1262.00553009984,0.346133511120628
234,1:20:39,N2,48.36585,3.697349,2.43683,1.88617,0.286809,4.322999,0.688851,0.136814,0.081758,0.077729,0.014849,0.159486,2019-11-22 01:20:39,1260.81635726833,0.346133511120644
235,1:21:09,N2,57.97089,4.704907,2.523857,2.003788,0.285727,4.527645,0.740114,0.123235,0.066226,0.060833,0.009592,0.127059,2019-11-22 01:21:09,1259.62718443682,0.346133511120618
236,1:21:39,N2,47.16732,4.912195,3.322617,5.598904,1.266382,8.921521,0.671723,0.123904,0.062348,0.120378,0.021648,0.182726,2019-11-22 01:21:39,1258.43801160531,0.346133511120619
237,1:22:09,N2,29.44438,4.042021,1.224165,1.919381,0.383649,3.143546,0.735683,0.141459,0.042119,0.067601,0.013138,0.10972,2019-11-22 01:22:09,1257.24883877381,0.346133511120645
238,1:22:39,N2,28.6551,4.169248,2.679257,2.253868,0.222044,4.933125,0.686423,0.148411,0.077049,0.078244,0.009872,0.155294,2019-11-22 01:22:39,1256.0596659423,0.346133511120627
239,1:23:09,N2,44.63301,4.513496,1.909041,1.82483,0.180462,3.733871,0.698406,0.143328,0.067012,0.083684,0.00757,0.150696,2019-11-22 01:23:09,1254.87049311079,0.346133511120617
240,1:23:39,N2,21.09951,4.072296,2.547244,1.70531,0.208024,4.252554,0.63336,0.174981,0.104976,0.075892,0.010791,0.180868,2019-11-22 01:23:39,1253.68132027928,0.346133511120641
241,1:24:09,N2,50.21218,4.741188,4.505834,2.282191,0.228505,6.788025,0.723893,0.133556,0.072116,0.062655,0.007779,0.134772,2019-11-22 01:24:09,1252.49214744778,0.346133511120632
242,1:24:39,N2,22.18307,6.433365,3.709113,2.290784,0.242196,5.999897,0.557364,0.196833,0.134023,0.099911,0.011869,0.233935,2019-11-22 01:24:39,1251.30297461627,0.34613351112061
243,1:25:09,N2,31.7211,5.452871,3.241956,2.005733,0.22444,5.247689,0.620084,0.180774,0.110092,0.078268,0.010782,0.18836,2019-11-22 01:25:09,1250.11380178476,0.346133511120639
244,1:25:39,N2,46.19888,6.790965,3.165925,2.645429,0.196064,5.811354,0.647249,0.181035,0.078132,0.084465,0.009119,0.162598,2019-11-22 01:25:39,1248.92462895325,0.346133511120635
245,1:26:09,N2,61.85487,4.601601,1.36551,1.853164,0.216069,3.218673,0.717651,0.145769,0.058199,0.068013,0.010368,0.126212,2019-11-22 01:26:09,1247.73545612175,0.346133511120611
246,1:26:39,N2,45.4464,4.918254,2.474627,1.722218,0.193736,4.196845,0.63206,0.175994,0.102644,0.080128,0.009174,0.182772,2019-11-22 01:26:39,1246.54628329024,0.346133511120633
247,1:27:09,N2,42.65781,5.544123,2.792348,2.459739,0.160032,5.252088,0.692177,0.157763,0.07466,0.069137,0.006262,0.143797,2019-11-22 01:27:09,1245.35711045873,0.346133511120649
248,1:27:39,N2,47.05478,5.464103,3.672246,1.63048,0.147694,5.302727,0.65816,0.157288,0.08889,0.086059,0.009603,0.174949,2019-11-22 01:27:39,1244.16793762723,0.346133511120616
249,1:28:09,N2,18.12329,3.078284,1.91909,1.391302,0.130313,3.310391,0.661886,0.162602,0.080983,0.085406,0.009124,0.166389,2019-11-22 01:28:09,1242.97876479572,0.346133511120628
250,1:28:39,N2,15.9443,3.352654,0.848499,1.150359,0.129306,1.998857,0.648171,0.203506,0.049327,0.088762,0.010234,0.138089,2019-11-22 01:28:39,1241.78959196421,0.346133511120644
251,1:29:09,N2,12.83883,3.570818,1.34376,1.743953,0.162078,3.087714,0.579646,0.210184,0.083819,0.1151,0.011251,0.198919,2019-11-22 01:29:09,1240.6004191327,0.346133511120623
252,1:29:39,N2,18.29438,3.041172,1.199187,1.549171,0.164185,2.748358,0.602316,0.183058,0.083667,0.117586,0.013374,0.201253,2019-11-22 01:29:39,1239.4112463012,0.346133511120618
253,1:30:09,R,12.13052,3.229334,0.965551,1.425807,0.128399,2.391358,0.610832,0.205466,0.064865,0.108174,0.010663,0.173039,2019-11-22 01:30:09,1238.22207346969,0.34613351112065
254,1:30:39,R,14.62901,3.225774,0.880255,1.739875,0.12826,2.62013,0.648277,0.178512,0.058498,0.105248,0.009466,0.163746,2019-11-22 01:30:39,1237.03290063818,0.346133511120625
255,1:31:09,R,19.57483,4.51423,1.116125,1.813528,0.154988,2.929653,0.577038,0.21872,0.080468,0.113214,0.01056,0.193682,2019-11-22 01:31:09,1235.84372780667,0.34613351112062
256,1:31:39,R,15.29143,3.683825,0.961736,1.411448,0.165198,2.373184,0.61092,0.182232,0.077504,0.117096,0.012248,0.1946,2019-11-22 01:31:39,1234.65455497517,0.346133511120639
257,1:32:09,R,11.61926,2.443341,0.975222,1.485437,0.172157,2.460659,0.627676,0.161161,0.083849,0.113022,0.014292,0.196871,2019-11-22 01:32:09,1233.46538214366,0.346133511120634
258,1:32:39,R,12.76896,3.131514,0.994576,1.348501,0.132967,2.343076,0.663106,0.183702,0.057351,0.087109,0.008732,0.14446,2019-11-22 01:32:39,1232.27620931215,0.346133511120608
